排名,单词,词频,梯队,释义,分类,子分类,真题搭配,其他拼写,备注
1344,rank,106,核心高频,排列、等级,抽象概念,认知与抽象名词,,,
1345,cure,105,核心高频,治愈,健康医疗,,,,
1346,secretary,105,核心高频,秘书,职业工作,,,,
1347,circle,105,核心高频,圆,空间地点,,,,
1348,welcome,105,核心高频,欢迎,动作行为,社交交互,,,
1349,switch,105,核心高频,开关、改变,动作行为,变化趋势,,,
1350,complaint,105,核心高频,抱怨、疾病,动作行为,身体动作,,,
1351,interpret,104,核心高频,口译、解释,动作行为,社交交互,interpret as,,
1352,lawyer,104,核心高频,律师,职业工作,,,,
1353,nowadays,104,核心高频,现今,时间日期,,,,
1354,priority,104,核心高频,优先,抽象概念,认知与抽象名词,,,
1355,military,104,核心高频,军事的、军队,政治法律,,,,
1356,cope,104,核心高频,处理、应对,动作行为,社交交互,,,
1357,propose,104,核心高频,提议、提名,动作行为,身体动作,,,
1358,relative,104,核心高频,亲戚、比较的,人类与社会,,,,
1359,sex,104,核心高频,性,人类与社会,,,,
1360,pull,104,核心高频,拉,动作行为,身体动作,,,
1361,fresh,104,核心高频,新鲜的,抽象概念,性质与评价,,,
1362,crowd,104,核心高频,聚集、挤满,人类与社会,,,,
1363,prospect,103,核心高频,景色、前景,抽象概念,认知与抽象名词,,,
1364,payment,103,核心高频,支付,商业经济,,,,
1365,technical,103,核心高频,技术的,科学技术,,,,
1366,fish,103,核心高频,鱼,自然环境,,,,
1367,birth,103,核心高频,出生,人类与社会,,,,
1368,anxiety,103,核心高频,焦虑,情感心理,,,,
1369,routine,103,核心高频,常规、惯例,抽象概念,性质与评价,,,
1370,psychology,103,核心高频,心理学,情感心理,,,,
1371,abroad,103,核心高频,到国外、广为流传,交通旅行,,,,
1372,feed,103,核心高频,喂食,动作行为,身体动作,,,
1373,talent,103,核心高频,才华、人才,情感心理,,,,
1374,fiction,103,核心高频,虚构、小说,文化宗教,,,,
1375,plane,103,核心高频,飞机,交通旅行,,,,
1376,afternoon,103,核心高频,下午,时间日期,,,,
1377,shoe,103,核心高频,鞋子,交通旅行,,,,
1378,humanity,102,核心高频,人文、人性,人类与社会,,,,
1379,preserve,102,核心高频,保护、保存,动作行为,社交交互,,,
1380,explanation,102,核心高频,解释,抽象概念,认知与抽象名词,,,
1381,flow,102,核心高频,流动,动作行为,身体动作,,,
1382,technique,102,核心高频,技术,科学技术,,,,
1383,wake,102,核心高频,醒来,动作行为,身体动作,,,
1384,hurt,102,核心高频,伤害,动作行为,使动与影响,,,
1385,consist,102,核心高频,组成、在于,动作行为,其他动作,,,
1386,master,102,核心高频,主人、精通、掌握,职业工作,,,,
1387,smile,101,核心高频,笑,动作行为,身体动作,,,
1388,convince,101,核心高频,使人信服,动作行为,心理活动,,,
1389,delay,101,核心高频,推迟,动作行为,起始与终止,,,
1390,broad,101,核心高频,宽的,抽象概念,数量与程度,,,
1391,sufficient,101,核心高频,足够的,抽象概念,性质与评价,,,
1392,mostly,101,核心高频,大部分,抽象概念,数量与程度,,,
1393,unlike,101,核心高频,不同的、不像,抽象概念,逻辑与关系,,,
1394,destroy,101,核心高频,摧毁,动作行为,使动与影响,,,
1395,meat,101,核心高频,肉类,食物营养,,,,
1396,wage,101,核心高频,工资、发动,商业经济,,,,
1397,vision,101,核心高频,视力、想象,情感心理,,,,
1398,wealthy,101,核心高频,富裕的,商业经济,,,,
1399,exhibit,101,核心高频,展览,动作行为,身体动作,,,
1400,block,101,核心高频,块、阻止、街区,空间地点,,,,
1401,blue,101,核心高频,蓝色的,交通旅行,,,,
1402,blame,100,核心高频,责备,动作行为,其他动作,,,
1403,proper,100,核心高频,正确的、适当的,抽象概念,性质与评价,a proper understanding,,
1404,invest,100,核心高频,投资,商业经济,,,,
1405,tough,100,核心高频,艰难的,情感心理,,,,
1406,star,100,核心高频,星、恒星,自然环境,,,,
1407,actual,100,核心高频,实在的,抽象概念,性质与评价,,,
1408,grammar,100,核心高频,语法,教育学习,,,,
1409,peace,100,核心高频,和平,政治法律,,,,
1410,otherwise,99,高频,否则,抽象概念,逻辑与关系,,otherwize,
1411,emphasis,99,高频,强调,抽象概念,认知与抽象名词,,,
1412,efficient,99,高频,有效的、能胜任的,抽象概念,性质与评价,,,
1413,survival,99,高频,幸存,健康医疗,,,,
1414,escape,99,高频,逃跑,动作行为,身体动作,,,
1415,import,99,高频,进口、进口商品,商业经济,,,,
1416,club,99,高频,俱乐部,运动娱乐,,,,
1417,red,99,高频,红色的,交通旅行,,,,
1418,invention,98,高频,发明,科学技术,,,,
1419,discovery,98,高频,发现,抽象概念,认知与抽象名词,,,
1420,agent,98,高频,代理,职业工作,,,,
1421,dominate,98,高频,支配、占优势,动作行为,社交交互,dominate the market,,
1422,pace,98,高频,速度、行进,动作行为,其他动作,,,
1423,element,98,高频,元素、要素,科学技术,,,,
1424,impose,98,高频,把……强加于,动作行为,其他动作,,,
1425,vote,98,高频,投票、选票,动作行为,身体动作,,,
1426,yes,98,高频,是,情感心理,,,,
1427,narrow,98,高频,狭窄的,抽象概念,性质与评价,,,
1428,transfer,98,高频,转移、传输,动作行为,使动与影响,,,
1429,copy,98,高频,复制,动作行为,其他动作,,,
1430,vary,98,高频,改变,动作行为,使动与影响,,,
1431,participate,98,高频,参与、分享,动作行为,占有与转移,,,
1432,advise,98,高频,劝告、建议,动作行为,社交交互,,advize,
1433,loan,98,高频,贷款、借出,商业经济,,,,
1434,demonstrate,97,高频,论证、说明,动作行为,社交交互,demonstrate that…,,
1435,fundamental,97,高频,基础的、根本的,抽象概念,性质与评价,fundamental change,,
1436,origin,97,高频,起源,抽象概念,认知与抽象名词,,,
1437,recommend,97,高频,推荐,动作行为,身体动作,,,
1438,valuable,97,高频,有价值的、贵重的,抽象概念,性质与评价,,,
1439,addition,97,高频,加,抽象概念,认知与抽象名词,,,
1440,contract,97,高频,合同、缩小,商业经济,,,,
1441,description,97,高频,描述,抽象概念,认知与抽象名词,,,
1442,alcohol,97,高频,酒精,食物营养,,,,
1443,district,97,高频,地区,空间地点,,,,
1444,dry,97,高频,干燥的,抽象概念,性质与评价,,,
1445,evening,97,高频,傍晚,时间日期,,,,
1446,breakfast,97,高频,早饭,食物营养,,,,
1447,gene,96,高频,基因,科学技术,,,,
1448,wave,96,高频,招手,自然环境,,,,
1449,moreover,96,高频,而且、此外,抽象概念,逻辑与关系,,,
1450,capable,96,高频,有能力的,抽象概念,性质与评价,,,
1451,ordinary,96,高频,普通的,抽象概念,性质与评价,,,
1452,strengthen,96,高频,加强,动作行为,变化趋势,,,
1453,suggestion,96,高频,建议,情感心理,,,,
1454,cash,96,高频,现金,商业经济,,,,
1455,secret,96,高频,秘密,情感心理,,,,
1456,quarter,96,高频,四分之一、季度,时间日期,,,,
1457,thought,96,高频,思想、想法,情感心理,,,,
1458,persuade,96,高频,说服,动作行为,心理活动,,,
1459,software,96,高频,软件,科学技术,,,,
1460,afraid,96,高频,害怕的,情感心理,,,,
1461,steal,96,高频,偷,动作行为,其他动作,,,
1462,evolution,95,高频,进化,科学技术,,,,
1463,corporation,95,高频,公司、法人,商业经济,,,,
1464,homework,95,高频,作业,教育学习,,,,
1465,sight,95,高频,视野、景象,抽象概念,认知与抽象名词,,,
1466,athlete,95,高频,运动员,运动娱乐,,,,
1467,outcome,95,高频,结果,抽象概念,认知与抽象名词,,,
1468,surface,95,高频,表面,自然环境,,,,
1469,apart,95,高频,相隔、分开,空间地点,,,,
1470,pleasure,95,高频,愉快、乐事,情感心理,,,,
1471,entry,95,高频,进入,空间地点,,,,
1472,justice,94,高频,公平、审判,政治法律,,,,
1473,electricity,94,高频,电、电学,科学技术,,,,
1474,notice,94,高频,注意、通知,动作行为,心理活动,,,
1475,final,94,高频,最终的,抽象概念,性质与评价,,,
1476,rarely,94,高频,罕见地、几乎不,抽象概念,数量与程度,,,
1477,privacy,94,高频,隐私,情感心理,,,,
1478,email,94,高频,电子邮件,科学技术,,,,
1479,cycle,94,高频,骑自行车、周期,时间日期,,,,
1480,satellite,94,高频,卫星,科学技术,,,,
1481,burden,94,高频,负担,动作行为,占有与转移,,,
1482,king,94,高频,君主,人类与社会,,,,
1483,salary,94,高频,薪水,商业经济,,,,
1484,mountain,94,高频,山,自然环境,,,,
1485,religious,93,高频,宗教的、虔诚的,文化宗教,,,,
1486,guarantee,93,高频,保障,动作行为,其他动作,,,
1487,annual,93,高频,每年的、全年的,时间日期,,,,
1488,ease,93,高频,减轻,动作行为,使动与影响,,,
1489,telephone,93,高频,电话、打电话,科学技术,,,,
1490,garden,93,高频,花园、园艺,自然环境,,,,
1491,comfort,93,高频,舒适、安慰,情感心理,,,,
1492,request,93,高频,请求,动作行为,占有与转移,,,
1493,foundation,93,高频,基础、地基,抽象概念,认知与抽象名词,,,
1494,lunch,93,高频,午饭,食物营养,,,,
1495,engine,93,高频,引擎,科学技术,,,,
1496,symbol,93,高频,符号、象征,文化宗教,,,,
1497,earthquake,93,高频,地震,自然环境,,,,
1498,arise,92,高频,形成、上升,动作行为,使动与影响,problems arise,arize,
1499,partly,92,高频,部分地,抽象概念,数量与程度,,,
1500,existence,92,高频,存在,抽象概念,认知与抽象名词,,,
1501,rapid,92,高频,快的,抽象概念,性质与评价,,,
1502,willing,92,高频,情愿的,情感心理,,,,
1503,curiosity,92,高频,好奇心,情感心理,,,,
1504,childhood,92,高频,幼年,时间日期,,,,
1505,tie,92,高频,系,动作行为,身体动作,,,
1506,climb,92,高频,攀爬,动作行为,身体动作,,,
1507,net,91,高频,网、净的,日常生活,,,,
1508,none,91,高频,没有,抽象概念,数量与程度,,,
1509,widespread,91,高频,遍布的,抽象概念,性质与评价,,,
1510,stem,91,高频,茎、词干,自然环境,,,,
1511,abandon,91,高频,抛弃,动作行为,身体动作,,,
1512,pound,91,高频,英镑、磅,商业经济,,,,
1513,custom,91,高频,习惯、惠顾,文化宗教,,,,
1514,fee,91,高频,费用,商业经济,,,,
1515,island,91,高频,岛,自然环境,,,,
1516,suitable,90,高频,合适的,抽象概念,性质与评价,,,
1517,favor,90,高频,喜欢、赞同,情感心理,,,favour,
1518,secure,90,高频,使安全、争取到,动作行为,占有与转移,,,
1519,presence,90,高频,出席、存在,人类与社会,,,,
1520,transport,90,高频,运输,交通旅行,,,,
1521,independent,90,高频,独立的、私营的,抽象概念,性质与评价,,,
1522,notion,90,高频,概念、见解、打算,抽象概念,认知与抽象名词,,,
1523,distinguish,90,高频,区别、使有特色,动作行为,使动与影响,distinguish A from B,,
1524,collection,90,高频,收藏,文化宗教,,,,
1525,perspective,90,高频,观点、判断力,抽象概念,认知与抽象名词,,,
1526,careful,90,高频,小心的、细致的,情感心理,,,,
1527,toy,90,高频,玩具,运动娱乐,,,,
1528,friendship,90,高频,友谊,人类与社会,,,,
1529,throw,90,高频,扔,动作行为,身体动作,,,
1530,ambition,89,高频,雄心、志向,情感心理,,,,
1531,giant,89,高频,巨人、巨大的,人类与社会,,,,
1532,definition,89,高频,定义、清晰度,抽象概念,认知与抽象名词,,,
1533,height,89,高频,高度、身高,抽象概念,数量与程度,,,
1534,reject,89,高频,拒绝,动作行为,身体动作,,,
1535,disappear,89,高频,消失,动作行为,变化趋势,,,
1536,typical,89,高频,典型的,抽象概念,性质与评价,,,
1537,dark,89,高频,黑暗的、深色的,交通旅行,,,,
1538,suit,89,高频,适合,交通旅行,,file a suit,,
1539,quit,89,高频,退出,动作行为,社交交互,,,
1540,leadership,89,高频,领导,职业工作,,,,
1541,behave,89,高频,表现,动作行为,身体动作,,,
1542,inspire,89,高频,激发,动作行为,使动与影响,,,
1543,youth,89,高频,青春、年轻人,人类与社会,,,,
1544,violence,89,高频,暴力、狂热,政治法律,,,,
1545,monitor,89,高频,监视器,动作行为,身体动作,,,
1546,kitchen,89,高频,厨房,日常生活,,,,
1547,phenomenon,88,高频,现象,抽象概念,认知与抽象名词,,,
1548,physician,88,高频,医师,职业工作,,,,
1549,actor,88,高频,男演员,职业工作,,,,
1550,extent,88,高频,程度、范围,抽象概念,数量与程度,,,
1551,jump,88,高频,跳,动作行为,身体动作,,,
1552,proportion,88,高频,部分、比例,抽象概念,认知与抽象名词,,,
1553,egg,88,高频,蛋、卵,食物营养,,,,
1554,pursue,88,高频,追求,动作行为,起始与终止,pursue a career,,
1555,complicated,88,高频,错综复杂的,抽象概念,性质与评价,,,
1556,bracket,87,高频,括号,日常生活,,,,
1557,solar,87,高频,太阳能的、太阳的,自然环境,,,,
1558,duty,87,高频,责任,政治法律,,,,
1559,recall,87,高频,回忆、召回,动作行为,心理活动,,,
1560,winter,87,高频,冬季,时间日期,,,,
1561,assistant,87,高频,助手,职业工作,,,,
1562,coffee,87,高频,咖啡,食物营养,,,,
1563,overseas,87,高频,外国的、在海外,空间地点,,,,
1564,crash,87,高频,碰撞,动作行为,身体动作,,,
1565,river,87,高频,河流,自然环境,,,,
1566,weekend,87,高频,周末,时间日期,,,,
1567,administration,86,高频,管理、政府,政治法律,,,,
1568,excessive,86,高频,过多的,抽象概念,性质与评价,,,
1569,path,86,高频,小道,空间地点,,,,
1570,productive,86,高频,盛产的、富有成效的,抽象概念,性质与评价,,,
